category,bank_slug,subject,course_semester,unit,unit_title,topic,question,option_a,option_b,option_c,option_d,correct_answer,marks,difficulty,bloom_level,co_mapping,tags
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,Shared Preferences,SharedPreferences is best suited for storing:,Small key-value application settings,Large relational tables,Only video files,Android source code,A,1,Easy,Remember,CO4,"preloaded,mobile-application-development,unit-4,paper-set-a,shared-preferences"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,App Settings,A user preference such as a selected theme can conveniently be stored using:,SharedPreferences,AVD Manager,BroadcastReceiver only,RecyclerView Adapter,A,1,Easy,Remember,CO4,"preloaded,mobile-application-development,unit-4,paper-set-a,app-settings"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,Android File System,Files created by an Android app are stored within:,The Android file system according to the app storage location and permissions,Only the Java heap,Only the manifest file,Only the emulator configuration,A,1,Medium,Understand,CO4,"preloaded,mobile-application-development,unit-4,paper-set-a,android-file-system"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,SQLite Database,SQLite is primarily used in Android for:,Local relational data storage,Creating layouts,Sending broadcast intents,Managing AVD profiles,A,1,Easy,Remember,CO4,"preloaded,mobile-application-development,unit-4,paper-set-a,sqlite-database"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,SQLite Database,Which language is used to query and manipulate data in an SQLite database?,SQL,HTML only,CSS only,XML only,A,1,Easy,Remember,CO4,"preloaded,mobile-application-development,unit-4,paper-set-a,sqlite-database"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,Loaders,A Loader is useful when an app needs to:,Load data asynchronously for a UI component,Define a permission,Design a radio button,Create an emulator,A,1,Medium,Understand,CO4,"preloaded,mobile-application-development,unit-4,paper-set-a,loaders"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,Firebase,Firebase can be used in mobile applications as:,A backend/cloud service platform,A replacement for Android layouts,A Java Virtual Machine,A physical Android device,A,1,Medium,Understand,CO4,"preloaded,mobile-application-development,unit-4,paper-set-a,firebase"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,Content Providers,What is the main purpose of a ContentProvider?,To provide controlled access to structured data,To create a ToggleButton,To compile Android Studio,To schedule an alarm,A,1,Medium,Understand,CO4,"preloaded,mobile-application-development,unit-4,paper-set-a,content-providers"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,Content Resolvers,A ContentResolver is used by an Android component to:,Interact with a ContentProvider,Create an AVD,Build a RelativeLayout,Stop all services,A,1,Medium,Understand,CO4,"preloaded,mobile-application-development,unit-4,paper-set-a,content-resolvers"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,Data Access and Storage,"Which storage choice is the best fit for a small setting such as ""notifications enabled = true""?",SharedPreferences,SQLite table with hundreds of columns,A network socket only,A RecyclerView ViewHolder,A,1,Hard,Apply,CO4,"preloaded,mobile-application-development,unit-4,paper-set-a,data-access-and-storage"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,Shared Preferences,Which data model does SharedPreferences primarily use?,Key-value pairs,Rows and joins only,Pixels and coordinates,Network packets only,A,1,Easy,Remember,CO4,"preloaded,mobile-application-development,unit-4,paper-set-b,shared-preferences"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,Files and Android File System,"When persistent data is naturally represented as a document or binary object, which option may be appropriate?",File storage,Intent filter only,Activity lifecycle callback only,RadioButton group only,A,1,Medium,Understand,CO4,"preloaded,mobile-application-development,unit-4,paper-set-b,files-and-android-file-system"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,SQLite Database,"A student app must store many records with fields such as roll number, name and marks. Which local storage is most appropriate?",SQLite database,A single ToggleButton,An AVD file,Only a manifest permission,A,1,Hard,Apply,CO4,"preloaded,mobile-application-development,unit-4,paper-set-b,sqlite-database"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,SQLite Database,Which operation retrieves matching records from a relational database?,Query / SELECT,Inflate layout,Broadcast intent,Start Activity only,A,1,Medium,Understand,CO4,"preloaded,mobile-application-development,unit-4,paper-set-b,sqlite-database"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,Loaders,The main benefit of loading data asynchronously is that it can:,Reduce blocking of the user interface,Prevent all database access,Remove the need for storage,Replace the Android SDK,A,1,Medium,Understand,CO4,"preloaded,mobile-application-development,unit-4,paper-set-b,loaders"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,Firebase,Which scenario best fits Firebase usage in a mobile application?,Synchronizing application data with a backend service,Arranging buttons vertically,Creating an Android virtual device,Defining the Dalvik register set,A,1,Hard,Apply,CO4,"preloaded,mobile-application-development,unit-4,paper-set-b,firebase"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,Content Providers,ContentProvider is especially useful when data needs to be:,Exposed through a controlled standard interface to other components/apps,Displayed only as a button label,Stored only in RAM,Compiled into the Linux kernel,A,1,Medium,Understand,CO4,"preloaded,mobile-application-development,unit-4,paper-set-b,content-providers"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,Content Resolvers,Which object acts as the client-side interface for requesting data from a ContentProvider?,ContentResolver,SeekBar,ServiceConnection only,AVD Manager,A,1,Easy,Remember,CO4,"preloaded,mobile-application-development,unit-4,paper-set-b,content-resolvers"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,App Settings,Which option is least appropriate for storing a single Boolean preference?,Creating a complex multi-table SQLite schema,SharedPreferences,A settings preference store,A simple key-value entry,A,1,Hard,Analyze,CO4,"preloaded,mobile-application-development,unit-4,paper-set-b,app-settings"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,4,Data Management,Data Management,Which pairing is correct?,SharedPreferences—small settings; SQLite—structured relational records,SharedPreferences—virtual devices; SQLite—layouts,Firebase—only local XML; Files—intent filters,ContentResolver—UI layout; Loader—permission declaration,A,1,Hard,Analyze,CO4,"preloaded,mobile-application-development,unit-4,paper-set-b,data-management"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,Responsive Interface Design,Responsive Android UI design aims to:,Adapt the interface effectively to different screen sizes and orientations,Force every device to use exactly the same pixel dimensions,Remove all layouts,Disable user interaction,A,1,Easy,Remember,CO5,"preloaded,mobile-application-development,unit-5,paper-set-a,responsive-interface-design"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,User Friendly UI Principles,A user-friendly mobile interface should primarily be:,"Clear, consistent and easy to operate",Intentionally confusing,Dependent on very small touch targets,Different on every screen without reason,A,1,Easy,Remember,CO5,"preloaded,mobile-application-development,unit-5,paper-set-a,user-friendly-ui-principles"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,Fragments,A Fragment is best described as:,A reusable portion of an Activity user interface and behavior,A database server,A build tool,A virtual Android device,A,1,Easy,Remember,CO5,"preloaded,mobile-application-development,unit-5,paper-set-a,fragments"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,Fragment Lifecycle,Why does a Fragment have lifecycle callbacks?,"To manage its state as it is created, displayed, paused and destroyed",To replace all Android permissions,To compile APK files,To create network hardware,A,1,Medium,Understand,CO5,"preloaded,mobile-application-development,unit-5,paper-set-a,fragment-lifecycle"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,Fragment Transactions,A FragmentTransaction is used to:,"Add, replace or remove Fragments within a container",Create SQLite tables,Send an alarm,Configure an AVD,A,1,Medium,Understand,CO5,"preloaded,mobile-application-development,unit-5,paper-set-a,fragment-transactions"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,RecyclerView,RecyclerView is designed mainly to:,Display large or changing collections of items efficiently,Manage manifest permissions,Run background services only,Store key-value settings,A,1,Easy,Remember,CO5,"preloaded,mobile-application-development,unit-5,paper-set-a,recyclerview"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,RecyclerView Adapter,What is the main role of a RecyclerView Adapter?,Bind data items to item views,Manage the Android kernel,Create Google API keys,Schedule alarms,A,1,Medium,Understand,CO5,"preloaded,mobile-application-development,unit-5,paper-set-a,recyclerview-adapter"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,ViewHolder,A RecyclerView ViewHolder primarily:,Holds references to the views for one item row/card,Stores the entire SQLite database,Defines app permissions,Creates the emulator,A,1,Medium,Understand,CO5,"preloaded,mobile-application-development,unit-5,paper-set-a,viewholder"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,LayoutManager,What is the responsibility of RecyclerView LayoutManager?,Arrange item views within the RecyclerView,Compile Java source code,Receive broadcast intents,Manage SharedPreferences,A,1,Medium,Understand,CO5,"preloaded,mobile-application-development,unit-5,paper-set-a,layoutmanager"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,RecyclerView Advantages,One major advantage of RecyclerView is:,Efficient reuse of item views while scrolling,It requires one Activity per list item,It removes the need for an Adapter,It can run only with Internet access,A,1,Medium,Understand,CO5,"preloaded,mobile-application-development,unit-5,paper-set-a,recyclerview-advantages"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,Responsive Interface Design,A layout looks good on a phone but breaks on a tablet. Which principle should be applied?,Responsive interface design,Disable tablet support,Use fixed coordinates everywhere,Remove all containers,A,1,Hard,Apply,CO5,"preloaded,mobile-application-development,unit-5,paper-set-b,responsive-interface-design"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,User Friendly UI Principles,Which choice best improves usability on a mobile screen?,Consistent navigation and clearly labelled controls,Very small buttons placed close together,Unpredictable control positions,Hiding all feedback from the user,A,1,Hard,Apply,CO5,"preloaded,mobile-application-development,unit-5,paper-set-b,user-friendly-ui-principles"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,Fragments,Why are Fragments useful in responsive Android interfaces?,They allow reusable UI sections that can be composed differently across screens,They replace the Android SDK,They are required only for database tables,They eliminate the Activity lifecycle,A,1,Medium,Understand,CO5,"preloaded,mobile-application-development,unit-5,paper-set-b,fragments"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,Fragment Lifecycle,A developer should release Fragment-specific resources when the Fragment is no longer using them because:,Lifecycle-aware cleanup helps avoid unnecessary resource usage,Fragments never have lifecycle changes,RecyclerView automatically deletes the Fragment,The manifest requires it for every permission,A,1,Hard,Analyze,CO5,"preloaded,mobile-application-development,unit-5,paper-set-b,fragment-lifecycle"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,Fragment Transactions,Which transaction is appropriate when one Fragment should be swapped for another in the same container?,Replace,Query,Broadcast,Resolve content,A,1,Medium,Understand,CO5,"preloaded,mobile-application-development,unit-5,paper-set-b,fragment-transactions"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,RecyclerView Adapter,"When the underlying data changes, which component is responsible for presenting the updated items to RecyclerView?",Adapter,AVD Manager,BroadcastReceiver only,SharedPreferences editor,A,1,Medium,Understand,CO5,"preloaded,mobile-application-development,unit-5,paper-set-b,recyclerview-adapter"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,ViewHolder,Why does RecyclerView use the ViewHolder pattern?,To reuse item view references efficiently instead of repeatedly finding them,To store app permissions,To create network sockets,To replace all Fragments,A,1,Hard,Analyze,CO5,"preloaded,mobile-application-development,unit-5,paper-set-b,viewholder"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,LayoutManager,"Which RecyclerView component decides whether items appear in a linear list, grid or another arrangement?",LayoutManager,ContentResolver,Intent Filter,Service,A,1,Easy,Remember,CO5,"preloaded,mobile-application-development,unit-5,paper-set-b,layoutmanager"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,RecyclerView Advantages,"Compared with creating a separate screen for every record, RecyclerView is more suitable for a long list because it:",Recycles item views and handles collections efficiently,Creates a new process for every row,Requires Internet for scrolling,Disables touch input,A,1,Hard,Analyze,CO5,"preloaded,mobile-application-development,unit-5,paper-set-b,recyclerview-advantages"
CSE / IT Core,mobile-application-development,Mobile Application Development,B.Tech CSE/IT,5,Advanced Android UI,Advanced Android UI,A screen must show a reusable details panel and an efficient scrolling list. Which combination best matches the syllabus?,Fragment plus RecyclerView,AVD plus DVM,Intent Filter plus SharedPreferences only,Alarm plus SDK Manager,A,1,Hard,Apply,CO5,"preloaded,mobile-application-development,unit-5,paper-set-b,advanced-android-ui"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,1,Cloud Fundamentals,Cloud Fundamentals,"Which description best matches ""Cloud computing""?",Cloud resource usage that is monitored and metered.,On-demand access to shared configurable computing resources delivered as services.,A database service where the provider handles much of the operational administration.,A service that distributes incoming traffic across multiple backend resources.,B,1,Easy,Remember,CO1,"preloaded,cloud-computing,cloud-fundamentals"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,1,Cloud Fundamentals,Cloud Fundamentals,"Which term is best described as: ""The ability to scale resources up or down in response to demand.""",Virtual machine,SaaS,Elasticity,IaaS,C,1,Medium,Understand,CO1,"preloaded,cloud-computing,cloud-fundamentals"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,1,Cloud Fundamentals,Cloud Fundamentals,"In Cloud Computing, what does ""Measured service""?",Storage that manages data as objects in a flat namespace with metadata.,Cloud resource usage that is monitored and metered.,An isolated location within a cloud region designed to improve fault tolerance.,A service that distributes incoming traffic across multiple backend resources.,B,1,Hard,Analyze,CO1,"preloaded,cloud-computing,cloud-fundamentals"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,2,Service Models,Service Models,"Which description best matches ""IaaS""?",A service that distributes incoming traffic across multiple backend resources.,The ability to scale resources up or down in response to demand.,Software or firmware that creates and manages virtual machines.,"A cloud model providing virtualized compute, storage and networking resources.",D,1,Easy,Remember,CO2,"preloaded,cloud-computing,service-models"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,2,Service Models,Service Models,"Which term is best described as: ""A cloud model providing a managed platform for developing and deploying applications.""",Object storage,Hypervisor,PaaS,Virtual machine,C,1,Medium,Understand,CO2,"preloaded,cloud-computing,service-models"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,2,Service Models,Service Models,"In Cloud Computing, what does ""SaaS""?",Cloud resource usage that is monitored and metered.,An isolated location within a cloud region designed to improve fault tolerance.,A service that distributes incoming traffic across multiple backend resources.,A cloud model delivering complete applications over a network.,D,1,Hard,Analyze,CO2,"preloaded,cloud-computing,service-models"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,3,Virtualization and Containers,Virtualization and Containers,"Which description best matches ""Virtual machine""?",Storage that manages data as objects in a flat namespace with metadata.,A cloud model delivering complete applications over a network.,An isolated application environment that shares the host operating-system kernel.,A software-defined computer running a guest operating system on virtualized hardware.,D,1,Easy,Remember,CO3,"preloaded,cloud-computing,virtualization-and-containers"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,3,Virtualization and Containers,Virtualization and Containers,"Which term is best described as: ""Software or firmware that creates and manages virtual machines.""",Cloud computing,Availability zone,Virtual machine,Hypervisor,D,1,Medium,Understand,CO3,"preloaded,cloud-computing,virtualization-and-containers"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,3,Virtualization and Containers,Virtualization and Containers,"In Cloud Computing, what does ""Container""?",Storage presented as raw addressable blocks commonly attached to virtual machines.,An isolated application environment that shares the host operating-system kernel.,Cloud resource usage that is monitored and metered.,On-demand access to shared configurable computing resources delivered as services.,B,1,Hard,Analyze,CO3,"preloaded,cloud-computing,virtualization-and-containers"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,4,Cloud Storage and Databases,Cloud Storage and Databases,"Which description best matches ""Object storage""?",On-demand access to shared configurable computing resources delivered as services.,"A cloud model providing virtualized compute, storage and networking resources.",Storage that manages data as objects in a flat namespace with metadata.,Software or firmware that creates and manages virtual machines.,C,1,Easy,Remember,CO4,"preloaded,cloud-computing,cloud-storage-and-databases"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,4,Cloud Storage and Databases,Cloud Storage and Databases,"Which term is best described as: ""Storage presented as raw addressable blocks commonly attached to virtual machines.""",Container,Availability zone,Block storage,Object storage,C,1,Medium,Understand,CO4,"preloaded,cloud-computing,cloud-storage-and-databases"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,4,Cloud Storage and Databases,Cloud Storage and Databases,"In Cloud Computing, what does ""Managed database""?",The ability to scale resources up or down in response to demand.,A security model dividing responsibilities between the cloud provider and customer.,Software or firmware that creates and manages virtual machines.,A database service where the provider handles much of the operational administration.,D,1,Hard,Analyze,CO4,"preloaded,cloud-computing,cloud-storage-and-databases"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,5,Cloud Security and Architecture,Cloud Security and Architecture,"Which description best matches ""Shared responsibility model""?",Storage presented as raw addressable blocks commonly attached to virtual machines.,An isolated location within a cloud region designed to improve fault tolerance.,A security model dividing responsibilities between the cloud provider and customer.,A software-defined computer running a guest operating system on virtualized hardware.,C,1,Easy,Remember,CO5,"preloaded,cloud-computing,cloud-security-and-architecture"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,5,Cloud Security and Architecture,Cloud Security and Architecture,"Which term is best described as: ""An isolated location within a cloud region designed to improve fault tolerance.""",PaaS,Shared responsibility model,Object storage,Availability zone,D,1,Medium,Understand,CO5,"preloaded,cloud-computing,cloud-security-and-architecture"
CSE / IT Core,cloud-computing,Cloud Computing,B.Tech CSE/IT,5,Cloud Security and Architecture,Cloud Security and Architecture,"In Cloud Computing, what does ""Load balancer""?",Storage that manages data as objects in a flat namespace with metadata.,A service that distributes incoming traffic across multiple backend resources.,"A cloud model providing virtualized compute, storage and networking resources.",A software-defined computer running a guest operating system on virtualized hardware.,B,1,Hard,Analyze,CO5,"preloaded,cloud-computing,cloud-security-and-architecture"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,1,AI Foundations and Agents,AI Foundations and Agents,"Which description best matches ""Artificial intelligence""?",The study of systems that perform tasks requiring aspects of intelligent behavior.,A best-first search using path cost plus a heuristic estimate.,A directed acyclic graph representing conditional probabilistic dependencies.,A formal system using propositions and logical connectives.,A,1,Easy,Remember,CO1,"preloaded,artificial-intelligence,ai-foundations-and-agents"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,1,AI Foundations and Agents,AI Foundations and Agents,"Which term is best described as: ""An agent that chooses actions expected to maximize its performance measure.""",Environment,Planning,Utility,Rational agent,D,1,Medium,Understand,CO1,"preloaded,artificial-intelligence,ai-foundations-and-agents"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,1,AI Foundations and Agents,AI Foundations and Agents,"In Artificial Intelligence, what does ""Environment""?",The external context an intelligent agent senses and acts upon.,The study of systems that perform tasks requiring aspects of intelligent behavior.,An agent that chooses actions expected to maximize its performance measure.,The process of deriving new conclusions from represented knowledge.,A,1,Hard,Analyze,CO1,"preloaded,artificial-intelligence,ai-foundations-and-agents"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,2,Search,Search,"Which description best matches ""Breadth-first search""?",The study of systems that perform tasks requiring aspects of intelligent behavior.,An uninformed search that expands shallowest nodes first.,A directed acyclic graph representing conditional probabilistic dependencies.,The process of deriving new conclusions from represented knowledge.,B,1,Easy,Remember,CO2,"preloaded,artificial-intelligence,search"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,2,Search,Search,"Which term is best described as: ""A best-first search using path cost plus a heuristic estimate.""",Natural language processing,A* search,Artificial intelligence,Environment,B,1,Medium,Understand,CO2,"preloaded,artificial-intelligence,search"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,2,Search,Search,"In Artificial Intelligence, what does ""Heuristic""?",Selecting a sequence of actions to achieve goals from an initial state.,An estimate used to guide search toward promising states.,The external context an intelligent agent senses and acts upon.,A knowledge-based system designed to emulate decision-making in a narrow domain.,B,1,Hard,Analyze,CO2,"preloaded,artificial-intelligence,search"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,3,Knowledge Representation,Knowledge Representation,"Which description best matches ""Propositional logic""?",A formal system using propositions and logical connectives.,A directed acyclic graph representing conditional probabilistic dependencies.,A numerical representation of preference over outcomes.,The study of systems that perform tasks requiring aspects of intelligent behavior.,A,1,Easy,Remember,CO3,"preloaded,artificial-intelligence,knowledge-representation"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,3,Knowledge Representation,Knowledge Representation,"Which term is best described as: ""A logic that represents objects, predicates, variables and quantification.""",Rational agent,First-order logic,Bayesian network,Artificial intelligence,B,1,Medium,Understand,CO3,"preloaded,artificial-intelligence,knowledge-representation"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,3,Knowledge Representation,Knowledge Representation,"In Artificial Intelligence, what does ""Inference""?",A directed acyclic graph representing conditional probabilistic dependencies.,An agent that chooses actions expected to maximize its performance measure.,Computational techniques for analyzing and generating human language.,The process of deriving new conclusions from represented knowledge.,D,1,Hard,Analyze,CO3,"preloaded,artificial-intelligence,knowledge-representation"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,4,Planning and Uncertainty,Planning and Uncertainty,"Which description best matches ""Planning""?",Selecting a sequence of actions to achieve goals from an initial state.,Computational methods for extracting information from images or video.,A best-first search using path cost plus a heuristic estimate.,Computational techniques for analyzing and generating human language.,A,1,Easy,Remember,CO4,"preloaded,artificial-intelligence,planning-and-uncertainty"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,4,Planning and Uncertainty,Planning and Uncertainty,"Which term is best described as: ""A directed acyclic graph representing conditional probabilistic dependencies.""",Bayesian network,Utility,First-order logic,Inference,A,1,Medium,Understand,CO4,"preloaded,artificial-intelligence,planning-and-uncertainty"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,4,Planning and Uncertainty,Planning and Uncertainty,"In Artificial Intelligence, what does ""Utility""?",A numerical representation of preference over outcomes.,A knowledge-based system designed to emulate decision-making in a narrow domain.,An uninformed search that expands shallowest nodes first.,A best-first search using path cost plus a heuristic estimate.,A,1,Hard,Analyze,CO4,"preloaded,artificial-intelligence,planning-and-uncertainty"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,5,AI Applications,AI Applications,"Which description best matches ""Expert system""?",A knowledge-based system designed to emulate decision-making in a narrow domain.,An agent that chooses actions expected to maximize its performance measure.,A best-first search using path cost plus a heuristic estimate.,Computational methods for extracting information from images or video.,A,1,Easy,Remember,CO5,"preloaded,artificial-intelligence,ai-applications"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,5,AI Applications,AI Applications,"Which term is best described as: ""Computational techniques for analyzing and generating human language.""",Expert system,Natural language processing,Artificial intelligence,Bayesian network,B,1,Medium,Understand,CO5,"preloaded,artificial-intelligence,ai-applications"
CSE / IT Core,artificial-intelligence,Artificial Intelligence,B.Tech CSE/IT,5,AI Applications,AI Applications,"In Artificial Intelligence, what does ""Computer vision""?",A knowledge-based system designed to emulate decision-making in a narrow domain.,The study of systems that perform tasks requiring aspects of intelligent behavior.,Computational techniques for analyzing and generating human language.,Computational methods for extracting information from images or video.,D,1,Hard,Analyze,CO5,"preloaded,artificial-intelligence,ai-applications"
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,1,ML Fundamentals,ML Fundamentals,"Which description best matches ""Supervised learning""?",The fraction of predicted positives that are actually positive.,Learning a mapping from inputs to labeled targets.,A dimensionality-reduction technique based on orthogonal directions of maximum variance.,Discovering structure in data without labeled target outputs.,B,1,Easy,Remember,CO1,"preloaded,machine-learning,ml-fundamentals"
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,1,ML Fundamentals,ML Fundamentals,"Which term is best described as: ""Discovering structure in data without labeled target outputs.""",Unsupervised learning,Supervised learning,Epoch,Recall,A,1,Medium,Understand,CO1,"preloaded,machine-learning,ml-fundamentals"
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,1,ML Fundamentals,ML Fundamentals,"In Machine Learning, what does ""Feature""?",A method for computing gradients through a neural network.,Separating data into subsets for fitting and evaluating a model.,The fraction of actual positives that are correctly identified.,An input variable used by a machine-learning model.,D,1,Hard,Analyze,CO1,"preloaded,machine-learning,ml-fundamentals"
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,2,Regression and Classification,Regression and Classification,"Which description best matches ""Linear regression""?",Grouping similar observations without predefined class labels.,The fraction of predicted positives that are actually positive.,An input variable used by a machine-learning model.,A model that predicts a continuous target using a linear combination of features.,D,1,Easy,Remember,CO2,"preloaded,machine-learning,regression-and-classification"
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,2,Regression and Classification,Regression and Classification,"Which term is best described as: ""A probabilistic linear model commonly used for classification.""",Logistic regression,Clustering,Precision,Recall,A,1,Medium,Understand,CO2,"preloaded,machine-learning,regression-and-classification"
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,2,Regression and Classification,Regression and Classification,"In Machine Learning, what does ""Decision tree""?",A computational unit that combines weighted inputs and applies an activation function.,A predictive model that recursively partitions data using feature-based tests.,The fraction of actual positives that are correctly identified.,Grouping similar observations without predefined class labels.,B,1,Hard,Analyze,CO2,"preloaded,machine-learning,regression-and-classification"
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,3,Evaluation,Evaluation,"Which description best matches ""Train-test split""?",The fraction of actual positives that are correctly identified.,A model that predicts a continuous target using a linear combination of features.,One complete pass through the training dataset.,Separating data into subsets for fitting and evaluating a model.,D,1,Easy,Remember,CO3,"preloaded,machine-learning,evaluation"
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,3,Evaluation,Evaluation,"Which term is best described as: ""The fraction of predicted positives that are actually positive.""",Neuron,Epoch,Decision tree,Precision,D,1,Medium,Understand,CO3,"preloaded,machine-learning,evaluation"
CSE / IT Core,machine-learning,Machine Learning,B.Tech CSE/IT,3,Evaluation,Evaluation,"In Machine Learning, what does ""Recall""?",Grouping similar observations without predefined class labels.,The fraction of actual positives that are correctly identified.,A dimensionality-reduction technique based on orthogonal directions of maximum variance.,Discovering structure in data without labeled target outputs.,B,1,Hard,Analyze,CO3,"preloaded,machine-learning,evaluation"
